净值日期,单位净值,累计净值,日增长率
2017-02-28,1.0000,1.0000,0.00
2017-03-03,0.9999,0.9999,0.00
2017-03-09,0.9999,0.9999,0.00
2017-03-10,0.9997,0.9997,-0.02
2017-03-15,0.9999,0.9999,0.00
2017-03-16,0.9965,0.9965,-0.34
2017-03-17,0.9967,0.9967,0.02
2017-03-20,0.9980,0.9980,0.13
2017-03-21,0.9983,0.9983,0.03
2017-03-22,0.9957,0.9957,-0.26
2017-03-23,0.9949,0.9949,-0.08
2017-03-24,0.9941,0.9941,-0.08
2017-03-27,0.9917,0.9917,-0.24
2017-03-28,0.9945,0.9945,0.28
2017-03-29,0.9977,0.9977,0.32
2017-03-30,1.0010,1.0010,0.33
2017-03-31,1.0032,1.0032,0.22
2017-04-05,0.9937,0.9937,-0.95
2017-04-06,1.0007,1.0007,0.70
2017-04-07,0.9986,0.9986,-0.21
2017-04-10,1.0068,1.0068,0.82
2017-04-11,1.0056,1.0056,-0.12
2017-04-12,1.0001,1.0001,-0.55
2017-04-13,0.9840,0.9840,-1.61
2017-04-17,0.9893,0.9893,0.00
2017-04-18,0.9812,0.9812,-0.82
2017-04-19,0.9660,0.9660,-1.55
2017-04-20,0.9703,0.9703,0.45
2017-04-21,0.9720,0.9720,0.18
2017-04-24,0.9743,0.9743,0.24
2017-04-25,0.9851,0.9851,1.11
2017-04-26,0.9810,0.9810,-0.42
2017-04-27,0.9711,0.9711,-1.01
2017-04-28,0.9702,0.9702,-0.09
2017-05-02,0.9645,0.9645,-0.59
2017-05-03,0.9616,0.9616,-0.30
2017-05-04,0.9462,0.9462,-1.60
2017-05-05,0.9645,0.9645,1.93
2017-05-08,0.9721,0.9721,0.79
2017-05-09,0.9665,0.9665,-0.58
2017-05-10,0.9827,0.9827,1.68
2017-05-11,0.9791,0.9791,-0.37
2017-05-12,0.9774,0.9774,-0.17
2017-05-15,0.9808,0.9808,0.35
2017-05-16,0.9738,0.9738,-0.71
2017-05-17,0.9623,0.9623,-1.18
2017-05-18,0.9583,0.9583,-0.42
2017-05-19,0.9781,0.9781,2.07
2017-05-22,0.9711,0.9711,-0.72
2017-05-23,0.9690,0.9690,-0.22
2017-05-24,0.9660,0.9660,-0.31
2017-05-25,0.9456,0.9456,-2.11
2017-05-26,0.9475,0.9475,0.20
2017-05-31,0.9245,0.9245,-2.43
2017-06-01,0.9233,0.9233,-0.13
2017-06-02,0.9110,0.9110,-1.33
2017-06-05,0.9072,0.9072,-0.42
2017-06-06,0.9189,0.9189,1.29
2017-06-07,0.8954,0.8954,-2.56
2017-06-08,0.8934,0.8934,-0.22
2017-06-09,0.9192,0.9192,2.89
2017-06-12,0.9221,0.9221,0.32
2017-06-13,0.9351,0.9351,1.41
2017-06-14,0.9105,0.9105,-2.63
2017-06-15,0.8962,0.8962,-1.57
2017-06-16,0.9086,0.9086,1.38
2017-06-19,0.9063,0.9063,-0.25
2017-06-20,0.8968,0.8968,-1.05
2017-06-21,0.8820,0.8820,-1.65
2017-06-22,0.8829,0.8829,0.10
2017-06-23,0.8952,0.8952,1.39
2017-06-26,0.8948,0.8948,-0.04
2017-06-27,0.8951,0.8951,0.03
2017-06-28,0.8986,0.8986,0.39
2017-06-29,0.9052,0.9052,0.73
2017-06-30,0.9069,0.9069,0.19
2017-07-03,0.9243,0.9243,1.92
2017-07-05,0.9039,0.9039,0.00
2017-07-06,0.8903,0.8903,-1.50
