净值日期,单位净值,累计净值,日增长率
2017-07-26,1.0173,1.0173,0.00
2017-07-27,1.0175,1.0175,0.02
2017-07-28,1.0177,1.0177,0.02
2017-07-31,1.0178,1.0178,0.01
2017-08-01,1.0175,1.0175,-0.03
2017-08-02,1.0177,1.0177,0.02
2017-08-03,1.0178,1.0178,0.01
2017-08-04,1.0180,1.0180,0.02
2017-08-07,1.0181,1.0181,0.01
2017-08-08,1.0182,1.0182,0.01
2017-08-09,1.0182,1.0182,0.00
2017-08-10,1.0183,1.0183,0.01
2017-08-11,1.0186,1.0186,0.03
2017-08-14,1.0189,1.0189,0.03
2017-08-15,1.0189,1.0189,0.00
2017-08-16,1.0189,1.0189,0.00
2017-08-17,1.0189,1.0189,0.00
2017-08-18,1.0191,1.0191,0.02
2017-08-21,1.0193,1.0193,0.02
2017-08-22,1.0189,1.0189,-0.04
2017-08-23,1.0189,1.0189,0.00
2017-08-24,1.0187,1.0187,-0.02
2017-08-25,1.0189,1.0189,0.02
2017-08-28,1.0185,1.0185,-0.04
2017-08-29,1.0179,1.0179,-0.06
2017-08-30,1.0176,1.0176,-0.03
2017-08-31,1.0176,1.0176,0.00
2017-09-01,1.0179,1.0179,0.03
2017-09-04,1.0180,1.0180,0.01
2017-09-05,1.0180,1.0180,0.00
2017-09-06,1.0180,1.0180,0.00
2017-09-07,1.0186,1.0186,0.06
2017-09-08,1.0191,1.0191,0.05
2017-09-11,1.0193,1.0193,0.02
2017-09-12,1.0193,1.0193,0.00
2017-09-13,1.0196,1.0196,0.03
2017-09-14,1.0198,1.0198,0.02
2017-09-15,1.0201,1.0201,0.03
2017-09-18,1.0205,1.0205,0.04
2017-09-19,1.0204,1.0204,-0.01
2017-09-20,1.0206,1.0206,0.02
2017-09-21,1.0208,1.0208,0.02
2017-09-22,1.0208,1.0208,0.00
2017-09-25,1.0212,1.0212,0.04
2017-09-26,1.0210,1.0210,-0.02
2017-09-27,1.0209,1.0209,-0.01
2017-09-28,1.0210,1.0210,0.01
2017-09-29,1.0212,1.0212,0.02
2017-10-09,1.0222,1.0222,0.10
2017-10-10,1.0222,1.0222,0.00
2017-10-11,1.0224,1.0224,0.02
2017-10-12,1.0226,1.0226,0.02
2017-10-13,1.0228,1.0228,0.02
2017-10-16,1.0229,1.0229,0.01
2017-10-17,1.0228,1.0228,-0.01
2017-10-18,1.0229,1.0229,0.01
2017-10-19,1.0233,1.0233,0.04
2017-10-20,1.0237,1.0237,0.04
2017-10-23,1.0239,1.0239,0.02
2017-10-24,1.0237,1.0237,-0.02
2017-10-25,1.0236,1.0236,-0.01
2017-10-26,1.0236,1.0236,0.00
2017-10-27,1.0235,1.0235,-0.01
2017-10-30,1.0230,1.0230,-0.05
2017-10-31,1.0227,1.0227,-0.03
2017-11-01,1.0230,1.0230,0.03
2017-11-02,1.0232,1.0232,0.02
2017-11-03,1.0231,1.0231,-0.01
2017-11-06,1.0234,1.0234,0.03
2017-11-07,1.0231,1.0231,-0.03
2017-11-08,1.0231,1.0231,0.00
2017-11-09,1.0232,1.0232,0.01
2017-11-10,1.0231,1.0231,-0.01
2017-11-13,1.0230,1.0230,-0.01
2017-11-14,1.0226,1.0226,-0.04
2017-11-15,1.0224,1.0224,-0.02
2017-11-16,1.0225,1.0225,0.01
2017-11-17,1.0227,1.0227,0.02
2017-11-20,1.0228,1.0228,0.01
2017-11-21,1.0227,1.0227,-0.01
2017-11-22,1.0215,1.0215,-0.12
2017-11-23,1.0215,1.0215,0.00
2017-11-24,1.0216,1.0216,0.01
2017-11-27,1.0216,1.0216,0.00
2017-11-28,1.0216,1.0216,0.00
2017-11-29,1.0217,1.0217,0.01
2017-11-30,1.0218,1.0218,0.01
2017-12-01,1.0220,1.0220,0.02
2017-12-04,1.0225,1.0225,0.05
2017-12-05,1.0227,1.0227,0.02
2017-12-06,1.0229,1.0229,0.02
2017-12-07,1.0231,1.0231,0.02
2017-12-08,1.0232,1.0232,0.01
2017-12-11,1.0233,1.0233,0.01
2017-12-12,1.0233,1.0233,0.00
2017-12-13,1.0234,1.0234,0.01
2017-12-14,1.0236,1.0236,0.02
2017-12-15,1.0235,1.0235,-0.01
2017-12-18,1.0238,1.0238,0.03
2017-12-19,1.0238,1.0238,0.00
2017-12-20,1.0235,1.0235,-0.03
2017-12-21,1.0232,1.0232,-0.03
2017-12-22,1.0233,1.0233,0.01
2017-12-25,1.0236,1.0236,0.03
2017-12-26,1.0238,1.0238,0.02
2017-12-27,1.0235,1.0235,-0.03
2017-12-28,1.0234,1.0234,-0.01
2017-12-29,1.0237,1.0237,0.03
2017-12-31,1.0239,1.0239,0.00
2018-01-02,1.0255,1.0255,0.18
2018-01-03,1.0262,1.0262,0.07
2018-01-04,1.0266,1.0266,0.04
2018-01-05,1.0275,1.0275,0.09
2018-01-08,1.0281,1.0281,0.06
2018-01-12,1.0271,1.0271,0.00
2018-01-19,1.0277,1.0277,0.00
2018-01-26,1.0290,1.0290,0.00
2018-02-02,1.0302,1.0302,0.00
2018-02-09,1.0308,1.0308,0.00
2018-02-14,1.0315,1.0315,0.00
2018-02-23,1.0324,1.0324,0.00
2018-03-02,1.0336,1.0336,0.00
2018-03-09,1.0342,1.0342,0.00
2018-03-16,1.0355,1.0355,0.00
2018-03-23,1.0379,1.0379,0.00
2018-03-30,1.0348,1.0386,0.00
2018-04-02,1.0355,1.0393,0.07
2018-04-03,1.0360,1.0398,0.05
2018-04-04,1.0366,1.0404,0.06
2018-04-09,1.0377,1.0415,0.11
2018-04-10,1.0381,1.0419,0.04
2018-04-11,1.0380,1.0418,-0.01
2018-04-12,1.0382,1.0420,0.02
2018-04-13,1.0384,1.0422,0.02
2018-04-16,1.0388,1.0426,0.04
2018-04-17,1.0389,1.0427,0.01
2018-04-18,1.0412,1.0450,0.22
2018-04-19,1.0408,1.0446,-0.04
2018-04-20,1.0409,1.0447,0.01
2018-04-23,1.0408,1.0446,-0.01
2018-04-24,1.0406,1.0444,-0.02
2018-04-27,1.0401,1.0439,0.00
2018-05-04,1.0414,1.0452,0.00
2018-05-11,1.0416,1.0454,0.00
2018-05-18,1.0415,1.0453,0.00
2018-05-25,1.0426,1.0464,0.00
2018-06-01,1.0433,1.0471,0.00
2018-06-08,1.0438,1.0476,0.00
2018-06-15,1.0443,1.0481,0.00
2018-06-22,1.0452,1.0490,0.00
2018-06-29,1.0480,1.0518,0.00
2018-06-30,1.0480,1.0518,0.00
2018-07-06,1.0510,1.0548,0.00
2018-07-13,1.0515,1.0553,0.00
2018-07-20,1.0535,1.0573,0.00
2018-07-25,1.0547,1.0585,0.00
2018-07-26,1.0553,1.0591,0.06
2018-07-27,1.0555,1.0593,0.02
2018-07-30,1.0562,1.0600,0.07
2018-07-31,1.0568,1.0606,0.06
2018-08-01,1.0571,1.0609,0.03
2018-08-02,1.0577,1.0615,0.06
2018-08-03,1.0583,1.0621,0.06
2018-08-06,1.0592,1.0630,0.09
2018-08-07,1.0600,1.0638,0.08
2018-08-08,1.0602,1.0640,0.02
2018-08-10,1.0584,1.0622,0.00
2018-08-17,1.0565,1.0603,0.00
2018-08-24,1.0582,1.0620,0.00
2018-08-31,1.0589,1.0627,0.00
2018-09-07,1.0591,1.0629,0.00
2018-09-14,1.0601,1.0639,0.00
2018-09-21,1.0607,1.0645,0.00
2018-09-28,1.0615,1.0653,0.00
2018-10-12,1.0640,1.0678,0.00
2018-10-19,1.0645,1.0683,0.00
2018-10-26,1.0655,1.0693,0.00
2018-11-02,1.0662,1.0700,0.00
2018-11-09,1.0673,1.0711,0.00
2018-11-12,1.0675,1.0713,0.02
2018-11-13,1.0677,1.0715,0.02
2018-11-16,1.0681,1.0719,0.00
2018-11-23,1.0682,1.0720,0.00
2018-11-30,1.0687,1.0725,0.00
2018-12-07,1.0698,1.0736,0.00
2018-12-14,1.0696,1.0734,0.00
2018-12-21,1.0704,1.0742,0.00
2018-12-28,1.0721,1.0759,0.00
2018-12-31,1.0725,1.0763,0.00
2019-01-04,1.0742,1.0780,0.00
2019-01-11,1.0747,1.0785,0.00
2019-01-18,1.0756,1.0794,0.00
2019-01-25,1.0759,1.0797,0.00
2019-02-01,1.0775,1.0813,0.00
2019-02-14,1.0787,1.0825,0.00
2019-02-15,1.0788,1.0826,0.01
2019-02-18,1.0789,1.0827,0.01
2019-02-19,1.0790,1.0828,0.01
2019-02-20,1.0791,1.0829,0.01
2019-02-22,1.0792,1.0830,0.00
2019-03-01,1.0794,1.0832,0.00
2019-03-08,1.0799,1.0837,0.00
2019-03-15,1.0795,1.0833,0.00
2019-03-22,1.0800,1.0838,0.00
2019-03-29,1.0810,1.0848,0.00
2019-04-04,1.0809,1.0847,0.00
2019-04-12,1.0810,1.0848,0.00
2019-04-19,1.0811,1.0849,0.00
2019-04-26,1.0807,1.0845,0.00
2019-04-30,1.0809,1.0847,0.00
2019-05-10,1.0824,1.0862,0.00
2019-05-17,1.0833,1.0871,0.00
2019-05-20,1.0835,1.0873,0.02
2019-05-21,1.0834,1.0872,-0.01
2019-05-22,1.0834,1.0872,0.00
2019-05-23,1.0835,1.0873,0.01
2019-05-24,1.0836,1.0874,0.01
2019-05-27,1.0835,1.0873,-0.01
2019-05-28,1.0833,1.0871,-0.02
2019-05-29,1.0835,1.0873,0.02
2019-05-30,1.0836,1.0874,0.01
2019-05-31,1.0837,1.0875,0.01
2019-06-06,1.0841,1.0879,0.00
2019-06-14,1.0846,1.0884,0.00
2019-06-21,1.0859,1.0897,0.00
2019-06-28,1.0867,1.0905,0.00
2019-06-30,1.0869,1.0907,0.00
2019-07-05,1.0877,1.0915,0.00
2019-07-12,1.0882,1.0920,0.00
2019-07-19,1.0887,1.0925,0.00
2019-07-26,1.0894,1.0932,0.00
2019-08-02,1.0900,1.0938,0.00
2019-08-09,1.0906,1.0944,0.00
2019-08-16,1.0909,1.0947,0.00
2019-08-23,1.0912,1.0950,0.00
2019-08-30,1.0916,1.0954,0.00
2019-09-03,1.0918,1.0956,0.00
2019-09-04,1.0919,1.0957,0.01
2019-09-05,1.0920,1.0958,0.01
2019-09-06,1.0922,1.0960,0.02
2019-09-12,1.0928,1.0966,0.00
2019-09-20,1.0934,1.0972,0.00
2019-09-27,1.0938,1.0976,0.00
2019-09-30,1.0940,1.0978,0.02
2019-10-11,1.0949,1.0987,0.00
2019-10-18,1.0953,1.0991,0.00
2019-10-25,1.0957,1.0995,0.00
2019-11-01,1.0957,1.0995,0.00
2019-11-08,1.0963,1.1001,0.00
2019-11-15,1.0969,1.1007,0.00
2019-11-22,1.0980,1.1018,0.00
2019-11-29,1.0985,1.1023,0.00
2019-12-06,1.0992,1.1030,0.00
2019-12-09,1.0993,1.1031,0.01
2019-12-10,1.0994,1.1032,0.01
2019-12-11,1.0996,1.1034,0.02
2019-12-12,1.0997,1.1035,0.01
2019-12-13,1.0998,1.1036,0.01
2019-12-16,1.1000,1.1038,0.02
2019-12-17,1.1000,1.1038,0.00
2019-12-18,1.1002,1.1040,0.02
2019-12-19,1.1003,1.1041,0.01
2019-12-20,1.1006,1.1044,0.03
2019-12-23,1.1013,1.1051,0.06
2019-12-24,1.1016,1.1054,0.03
2019-12-25,1.1017,1.1055,0.01
2019-12-26,1.1022,1.1060,0.05
2019-12-27,1.1024,1.1062,0.02
2019-12-31,1.1030,1.1068,0.00
2020-01-03,1.1031,1.1069,0.00
2020-01-10,1.1041,1.1079,0.00
2020-01-17,1.1046,1.1084,0.00
2020-01-20,1.1049,1.1087,0.03
2020-01-23,1.1052,1.1090,0.00
2020-02-05,1.1074,1.1112,0.00
2020-02-07,1.1079,1.1117,0.00
2020-02-14,1.1090,1.1128,0.00
2020-02-21,1.1092,1.1130,0.00
2020-02-28,1.1103,1.1141,0.00
2020-03-06,1.1112,1.1150,0.00
2020-03-13,1.1116,1.1154,0.00
2020-03-20,1.1124,1.1162,0.00
2020-03-27,1.1145,1.1183,0.00
2020-03-30,1.1147,1.1185,0.02
2020-03-31,1.1149,1.1187,0.02
2020-04-03,1.1164,1.1202,0.00
2020-04-10,1.1208,1.1246,0.00
2020-04-17,1.1217,1.1255,0.00
2020-04-24,1.1237,1.1275,0.00
2020-04-30,1.1240,1.1278,0.00
2020-05-08,1.1237,1.1275,0.00
2020-05-15,1.1234,1.1272,0.00
2020-05-22,1.1229,1.1267,0.00
2020-05-29,1.1201,1.1239,0.00
2020-06-05,1.1147,1.1185,0.00
2020-06-12,1.1156,1.1194,0.00
2020-06-19,1.1149,1.1187,0.00
2020-06-24,1.1150,1.1188,0.00
2020-06-30,1.1159,1.1197,0.00
2020-07-01,1.1161,1.1199,0.02
2020-07-02,1.1164,1.1202,0.03
2020-07-03,1.1163,1.1201,-0.01
2020-07-10,1.1140,1.1178,0.00
2020-07-17,1.1146,1.1184,0.00
2020-07-24,1.1156,1.1194,0.00
2020-07-31,1.1153,1.1191,0.00
2020-08-07,1.1159,1.1197,0.00
2020-08-14,1.1162,1.1200,0.00
2020-08-21,1.1154,1.1192,0.00
2020-08-28,1.1145,1.1183,0.00
2020-09-04,1.1145,1.1183,0.00
2020-09-11,1.1148,1.1186,0.00
2020-09-18,1.1154,1.1192,0.00
2020-09-25,1.1160,1.1198,0.00
2020-09-30,1.1160,1.1198,0.00
2020-10-09,1.1167,1.1205,0.06
2020-10-12,1.1168,1.1206,0.01
2020-10-13,1.1169,1.1207,0.01
2020-10-14,1.1169,1.1207,0.00
2020-10-15,1.1168,1.1206,-0.01
2020-10-16,1.1170,1.1208,0.02
2020-10-19,1.1173,1.1211,0.03
2020-10-20,1.1174,1.1212,0.01
2020-10-21,1.1177,1.1215,0.03
2020-10-22,1.1179,1.1217,0.02
2020-10-23,1.1179,1.1217,0.00
2020-10-26,1.1182,1.1220,0.03
2020-10-27,1.1182,1.1220,0.00
2020-10-28,1.1182,1.1220,0.00
2020-10-30,1.1183,1.1221,0.00
2020-11-06,1.1192,1.1230,0.00
2020-11-13,1.1189,1.1227,0.00
2020-11-20,1.1183,1.1221,0.00
2020-11-27,1.1191,1.1229,0.00
2020-12-04,1.1202,1.1240,0.00
2020-12-11,1.1211,1.1249,0.00
2020-12-18,1.1224,1.1262,0.00
2020-12-25,1.1237,1.1275,0.00
2020-12-31,1.1249,1.1287,0.00
2021-01-08,1.1269,1.1307,0.00
2021-01-15,1.1277,1.1315,0.00
2021-01-22,1.1278,1.1316,0.00
2021-01-29,1.1262,1.1300,0.00
2021-02-01,1.1268,1.1306,0.05
2021-02-02,1.1271,1.1309,0.03
2021-02-03,1.1270,1.1308,-0.01
2021-02-04,1.1269,1.1307,-0.01
2021-02-05,1.1269,1.1307,0.00
2021-02-08,1.1271,1.1309,0.02
2021-02-09,1.1275,1.1313,0.04
2021-02-10,1.1277,1.1315,0.02
2021-02-18,1.1280,1.1318,0.03
2021-02-19,1.1283,1.1321,0.03
2021-02-22,1.1286,1.1324,0.03
2021-02-23,1.1288,1.1326,0.02
2021-02-24,1.1290,1.1328,0.02
2021-02-25,1.1290,1.1328,0.00
2021-02-26,1.1291,1.1329,0.01
2021-03-05,1.1296,1.1334,0.00
2021-03-12,1.1298,1.1336,0.00
2021-03-19,1.1304,1.1342,0.00
2021-03-22,,,0.00
2021-03-26,1.1264,1.1348,0.00
2021-04-02,1.1273,1.1357,0.00
2021-04-09,1.1278,1.1362,0.00
2021-04-16,1.1287,1.1371,0.00
2021-04-23,1.1296,1.1380,0.00
2021-04-30,1.1302,1.1386,0.00
2021-05-07,1.1309,1.1393,0.00
2021-05-14,1.1315,1.1399,0.00
2021-05-21,1.1322,1.1406,0.00
2021-05-25,1.1323,1.1407,0.00
2021-05-26,1.1324,1.1408,0.01
2021-05-27,1.1324,1.1408,0.00
2021-05-28,1.1324,1.1408,0.00
2021-05-31,1.1325,1.1409,0.01
2021-06-01,1.1327,1.1411,0.02
2021-06-02,1.1327,1.1411,0.00
2021-06-03,1.1329,1.1413,0.02
2021-06-04,1.1328,1.1412,-0.01
2021-06-07,1.1326,1.1410,-0.02
2021-06-08,1.1326,1.1410,0.00
2021-06-09,1.1325,1.1409,-0.01
2021-06-10,1.1327,1.1411,0.02
2021-06-11,1.1327,1.1411,0.00
2021-06-15,1.1330,1.1414,0.03
2021-06-16,1.1330,1.1414,0.00
2021-06-18,1.1330,1.1414,0.00
2021-06-25,1.1338,1.1422,0.00
2021-06-30,1.1344,1.1428,0.00
2021-07-02,1.1345,1.1429,0.00
2021-07-09,1.1356,1.1440,0.00
2021-07-16,1.1364,1.1448,0.00
2021-07-22,1.0283,1.1457,0.00
2021-07-23,1.0284,1.1458,0.01
2021-07-30,1.0291,1.1465,0.00
2021-08-06,1.0294,1.1468,0.00
2021-08-13,1.0292,1.1466,0.00
2021-08-20,1.0061,1.1469,0.00
2021-08-27,1.0062,1.1470,0.00
2021-09-03,1.0064,1.1472,0.00
2021-09-10,1.0065,1.1473,0.00
2021-09-16,1.0066,1.1474,0.00
2021-09-17,1.0066,1.1474,0.00
2021-09-22,1.3586,1.4994,34.97
2021-09-23,1.4939,1.6347,9.96
2021-09-24,1.6292,1.7700,9.06
2021-09-27,1.6291,1.7699,-0.01
2021-09-28,1.6291,1.7699,0.00
2021-09-29,1.6291,1.7699,0.00
2021-09-30,1.6301,1.7709,0.06
2021-10-08,1.6306,1.7714,0.03
2021-10-11,1.6306,1.7714,0.00
2021-10-12,1.6307,1.7715,0.01
2021-10-13,1.6307,1.7715,0.00
2021-10-14,1.6308,1.7716,0.01
2021-10-15,1.6308,1.7716,0.00
2021-10-18,1.6308,1.7716,0.00
2021-10-22,1.6311,1.7719,0.00
2021-10-29,1.6316,1.7724,0.00
2021-11-05,1.6323,1.7731,0.00
2021-11-12,1.6329,1.7737,0.00
2021-11-19,1.6337,1.7745,0.00
2021-11-26,1.6343,1.7751,0.00
2021-12-03,1.6348,1.7756,0.00
2021-12-10,1.6355,1.7763,0.00
2021-12-17,1.6358,1.7766,0.00
2021-12-24,1.6363,1.7771,0.00
2021-12-31,1.6382,1.7790,0.00
2022-01-07,1.6388,1.7796,0.00
2022-01-14,1.6391,1.7799,0.00
2022-01-18,1.6401,1.7809,0.00
2022-01-19,1.6405,1.7813,0.02
2022-01-20,1.6404,1.7812,-0.01
2022-01-21,1.6409,1.7817,0.03
2022-01-24,1.6413,1.7821,0.02
2022-01-25,1.6414,1.7822,0.01
2022-01-28,1.6414,1.7822,0.00
2022-02-11,1.6425,1.7833,0.00
2022-02-18,1.6431,1.7839,0.00
