净值日期,单位净值,累计净值,日增长率
2018-01-16,0.9660,0.9660,0.04
2018-01-17,0.9649,0.9649,-0.11
2018-01-18,0.9631,0.9631,-0.19
2018-01-19,0.9624,0.9624,-0.07
2018-01-22,0.9631,0.9631,0.07
2018-01-23,0.9635,0.9635,0.04
2018-01-24,0.9638,0.9638,0.03
2018-01-25,0.9641,0.9641,0.03
2018-01-26,0.9641,0.9641,0.00
2018-01-29,0.9641,0.9641,0.00
2018-01-30,0.9638,0.9638,-0.03
2018-01-31,0.9650,0.9650,0.12
2018-02-01,0.9662,0.9662,0.12
2018-02-02,0.9664,0.9664,0.02
2018-02-05,0.9660,0.9660,-0.04
2018-02-06,0.9695,0.9695,0.36
2018-02-07,0.9703,0.9703,0.08
2018-02-08,0.9708,0.9708,0.05
2018-02-09,0.9713,0.9713,0.05
2018-02-12,0.9721,0.9721,0.08
2018-02-13,0.9723,0.9723,0.02
2018-02-14,0.9722,0.9722,-0.01
2018-02-22,0.9720,0.9720,-0.02
2018-02-23,0.9728,0.9728,0.08
2018-02-26,0.9757,0.9757,0.30
2018-02-27,0.9778,0.9778,0.22
2018-02-28,0.9787,0.9787,0.09
2018-03-01,0.9791,0.9791,0.04
2018-03-02,0.9778,0.9778,-0.13
2018-03-05,0.9773,0.9773,-0.05
2018-03-06,0.9790,0.9790,0.17
2018-03-07,0.9808,0.9808,0.18
2018-03-08,0.9823,0.9823,0.15
2018-03-09,0.9818,0.9818,-0.05
2018-03-12,0.9825,0.9825,0.07
2018-03-13,0.9810,0.9810,-0.15
2018-03-14,0.9803,0.9803,-0.07
2018-03-15,0.9806,0.9806,0.03
2018-03-16,0.9815,0.9815,0.09
2018-03-19,0.9811,0.9811,-0.04
2018-03-20,0.9825,0.9825,0.14
2018-03-21,0.9837,0.9837,0.12
2018-03-22,0.9853,0.9853,0.16
2018-03-23,0.9928,0.9928,0.76
2018-03-26,0.9916,0.9916,-0.12
2018-03-27,0.9896,0.9896,-0.20
2018-03-28,0.9917,0.9917,0.21
2018-03-29,0.9911,0.9911,-0.06
2018-03-30,0.9922,0.9922,0.11
2018-04-02,0.9931,0.9931,0.09
2018-04-03,0.9934,0.9934,0.03
2018-04-04,0.9954,0.9954,0.20
2018-04-09,0.9999,0.9999,0.45
2018-04-10,0.9977,0.9977,-0.22
2018-04-11,0.9982,0.9982,0.05
2018-04-12,0.9989,0.9989,0.07
2018-04-13,0.9985,0.9985,-0.04
2018-04-16,0.9999,0.9999,0.14
2018-04-17,0.9999,0.9999,0.00
2018-04-18,1.0133,1.0133,1.34
2018-04-19,1.0127,1.0127,-0.06
2018-04-20,1.0122,1.0122,-0.05
2018-04-23,1.0106,1.0106,-0.16
2018-04-24,1.0124,1.0124,0.18
2018-04-25,1.0108,1.0108,-0.16
2018-04-26,1.0092,1.0092,-0.16
2018-04-27,1.0083,1.0083,-0.09
2018-05-02,1.0079,1.0079,-0.04
2018-05-03,1.0084,1.0084,0.05
2018-05-04,1.0090,1.0090,0.06
2018-05-07,1.0081,1.0081,-0.09
2018-05-08,1.0070,1.0070,-0.11
2018-05-09,1.0052,1.0052,-0.18
2018-05-10,1.0055,1.0055,0.03
2018-05-11,1.0060,1.0060,0.05
2018-05-14,1.0060,1.0060,0.00
2018-05-15,1.0051,1.0051,-0.09
2018-05-16,1.0049,1.0049,-0.02
2018-05-17,1.0053,1.0053,0.04
2018-05-18,1.0052,1.0052,-0.01
2018-05-21,1.0066,1.0066,0.14
2018-05-22,1.0080,1.0080,0.14
2018-05-23,1.0112,1.0112,0.32
2018-05-24,1.0113,1.0113,0.01
2018-05-25,1.0135,1.0135,0.22
2018-05-28,1.0139,1.0139,0.04
2018-05-29,1.0142,1.0142,0.03
2018-05-30,1.0138,1.0138,-0.04
2018-05-31,1.0133,1.0133,-0.05
2018-06-01,1.0131,1.0131,-0.02
2018-06-04,1.0119,1.0119,-0.12
2018-06-05,1.0117,1.0117,-0.02
2018-06-06,1.0122,1.0122,0.05
2018-06-07,1.0114,1.0114,-0.08
2018-06-08,1.0126,1.0126,0.12
2018-06-11,1.0131,1.0131,0.05
2018-06-12,1.0116,1.0116,-0.15
2018-06-13,1.0038,1.0138,0.22
2018-06-14,1.0051,1.0151,0.13
2018-06-15,1.0059,1.0159,0.08
2018-06-19,1.0062,1.0162,0.03
2018-06-20,1.8038,1.8138,79.27
2018-06-21,1.9475,1.9575,7.97
2018-06-22,1.9458,1.9558,-0.09
2018-06-25,1.9403,1.9503,-0.28
2018-06-26,1.9394,1.9494,-0.05
2018-06-27,1.9384,1.9484,-0.05
2018-06-28,1.9362,1.9462,-0.11
2018-06-29,1.9443,1.9543,0.42
2018-06-30,1.9428,1.9528,0.00
2018-07-02,1.9448,1.9548,0.03
2018-07-03,1.9449,1.9549,0.01
2018-07-04,1.9446,1.9546,-0.02
2018-07-05,1.9468,1.9568,0.11
2018-07-06,1.9431,1.9531,-0.19
2018-07-09,1.9424,1.9524,-0.04
2018-07-10,1.9427,1.9527,0.02
2018-07-11,1.9435,1.9535,0.04
2018-07-12,1.9421,1.9521,-0.07
2018-07-13,1.9429,1.9529,0.04
2018-07-16,1.9431,1.9531,0.01
2018-07-17,1.9440,1.9540,0.05
2018-07-18,1.9478,1.9578,0.20
2018-07-19,1.9478,1.9578,0.00
2018-07-20,1.9411,1.9511,-0.34
2018-07-23,1.9395,1.9495,-0.08
2018-07-24,1.9358,1.9458,-0.19
2018-07-25,1.9363,1.9463,0.03
2018-07-26,1.9386,1.9486,0.12
2018-07-27,1.9389,1.9489,0.02
2018-07-30,1.9438,1.9538,0.25
2018-07-31,1.9501,1.9601,0.32
2018-08-01,1.9524,1.9624,0.12
2018-08-02,1.9511,1.9611,-0.07
2018-08-03,1.9567,1.9667,0.29
2018-08-06,1.9583,1.9683,0.08
2018-08-07,1.9608,1.9708,0.13
2018-08-08,1.9577,1.9677,-0.16
2018-08-09,1.9524,1.9624,-0.27
2018-08-10,1.9505,1.9605,-0.10
2018-08-13,1.9449,1.9549,-0.29
2018-08-14,1.9482,1.9582,0.17
2018-08-15,1.9480,1.9580,-0.01
2018-08-16,1.9459,1.9559,-0.11
2018-08-17,1.9412,1.9512,-0.24
2018-08-20,1.9386,1.9486,-0.13
2018-08-21,1.9393,1.9493,0.04
2018-08-22,1.9410,1.9510,0.09
2018-08-23,1.9424,1.9524,0.07
2018-08-24,1.9432,1.9532,0.04
2018-08-27,1.9419,1.9519,-0.07
2018-08-28,1.9418,1.9518,-0.01
2018-08-29,1.9419,1.9519,0.01
2018-08-30,1.9428,1.9528,0.05
2018-08-31,1.9434,1.9534,0.03
2018-09-03,1.9423,1.9523,-0.06
2018-09-04,1.9413,1.9513,-0.05
2018-09-05,1.9423,1.9523,0.05
2018-09-06,1.9429,1.9529,0.03
2018-09-07,1.9428,1.9528,-0.01
2018-09-10,1.9422,1.9522,-0.03
2018-09-11,1.9421,1.9521,-0.01
2018-09-12,1.9420,1.9520,-0.01
2018-09-13,1.9431,1.9531,0.06
2018-09-14,1.9446,1.9546,0.08
2018-09-17,1.9459,1.9559,0.07
2018-09-18,1.9453,1.9553,-0.03
2018-09-19,1.9437,1.9537,-0.08
2018-09-20,1.9419,1.9519,-0.09
2018-09-21,1.9438,1.9538,0.10
2018-09-25,1.9448,1.9548,0.05
2018-09-26,1.9454,1.9554,0.03
2018-09-27,1.9441,1.9541,-0.07
2018-09-28,1.9432,1.9532,-0.05
2018-10-08,1.9439,1.9539,0.04
2018-10-09,1.9462,1.9562,0.12
2018-10-10,1.9468,1.9568,0.03
2018-10-11,1.9485,1.9585,0.09
2018-10-12,1.9489,1.9589,0.02
2018-10-15,1.9506,1.9606,0.09
2018-10-16,1.9512,1.9612,0.03
2018-10-17,1.9503,1.9603,-0.05
2018-10-18,1.9510,1.9610,0.04
2018-10-19,1.9518,1.9618,0.04
2018-10-22,1.9508,1.9608,-0.05
2018-10-23,1.9514,1.9614,0.03
2018-10-24,1.9518,1.9618,0.02
2018-10-25,1.9525,1.9625,0.04
2018-10-26,1.9531,1.9631,0.03
2018-10-29,1.9534,1.9634,0.02
2018-10-30,1.9541,1.9641,0.04
2018-10-31,1.9544,1.9644,0.02
2018-11-01,1.9544,1.9644,0.00
2018-11-02,1.9544,1.9644,0.00
2018-11-05,1.9544,1.9644,0.00
2018-11-06,1.9538,1.9638,-0.03
2018-11-07,1.9542,1.9642,0.02
2018-11-08,1.9553,1.9653,0.06
2018-11-09,1.9571,1.9671,0.09
2018-11-12,1.9573,1.9673,0.01
2018-11-13,1.9570,1.9670,-0.02
2018-11-14,1.9595,1.9695,0.13
2018-11-15,1.9602,1.9702,0.04
2018-11-16,1.9619,1.9719,0.09
2018-11-19,1.9622,1.9722,0.02
2018-11-20,1.9637,1.9737,0.08
2018-11-21,1.9634,1.9734,-0.02
2018-11-22,1.9636,1.9736,0.01
2018-11-23,1.9637,1.9737,0.01
2018-11-26,1.9639,1.9739,0.01
2018-11-27,1.9630,1.9730,-0.05
2018-11-28,1.9623,1.9723,-0.04
2018-11-29,1.9618,1.9718,-0.03
2018-11-30,1.9619,1.9719,0.01
2018-12-03,1.9620,1.9720,0.01
2018-12-04,1.9623,1.9723,0.02
2018-12-05,1.9627,1.9727,0.02
2018-12-06,1.9628,1.9728,0.01
2018-12-07,1.9626,1.9726,-0.01
2018-12-10,1.9632,1.9732,0.03
2018-12-11,1.9632,1.9732,0.00
2018-12-12,1.9634,1.9734,0.01
2018-12-13,1.9631,1.9731,-0.02
2018-12-14,1.9629,1.9729,-0.01
2018-12-17,1.9629,1.9729,0.00
2018-12-18,1.9622,1.9722,-0.04
2018-12-19,1.9623,1.9723,0.01
2018-12-20,1.9627,1.9727,0.02
2018-12-21,1.9634,1.9734,0.04
2018-12-24,1.9639,1.9739,0.03
2018-12-25,1.9641,1.9741,0.01
2018-12-26,1.7281,1.9741,0.00
2018-12-27,1.7292,1.9752,0.06
2018-12-28,1.7308,1.9768,0.09
2018-12-31,1.7314,1.9774,0.00
2019-01-02,1.7334,1.9794,0.15
2019-01-03,1.7348,1.9808,0.08
2019-01-04,1.7359,1.9819,0.06
2019-01-07,1.7373,1.9833,0.08
2019-01-08,1.7383,1.9843,0.06
2019-01-09,1.7393,1.9853,0.06
2019-01-10,1.7400,1.9860,0.04
2019-01-11,1.7403,1.9863,0.02
2019-01-14,1.7401,1.9861,-0.01
2019-01-15,1.7401,1.9861,0.00
2019-01-16,1.7405,1.9865,0.02
2019-01-17,1.7409,1.9869,0.02
2019-01-18,1.7413,1.9873,0.02
2019-01-21,1.7419,1.9879,0.03
2019-01-22,1.7417,1.9877,-0.01
2019-01-23,1.7414,1.9874,-0.02
2019-01-24,1.7411,1.9871,-0.02
2019-01-25,1.7415,1.9875,0.02
2019-01-28,1.7415,1.9875,0.00
2019-01-29,1.7418,1.9878,0.02
2019-01-30,1.7420,1.9880,0.01
2019-01-31,1.7425,1.9885,0.03
2019-02-01,1.7434,1.9894,0.05
2019-02-11,1.7451,1.9911,0.10
2019-02-12,1.7460,1.9920,0.05
2019-02-13,1.7465,1.9925,0.03
2019-02-14,1.7473,1.9933,0.05
2019-02-15,1.7479,1.9939,0.03
2019-02-18,1.7486,1.9946,0.04
2019-02-19,1.7481,1.9941,-0.03
2019-02-20,1.7484,1.9944,0.02
2019-02-21,1.7486,1.9946,0.01
2019-02-22,1.7483,1.9943,-0.02
2019-02-25,1.7481,1.9941,-0.01
2019-02-26,1.7457,1.9917,-0.14
2019-02-27,1.7442,1.9902,-0.09
2019-02-28,1.7439,1.9899,-0.02
2019-03-01,1.6689,1.9889,-0.06
2019-03-04,1.6676,1.9876,-0.08
2019-03-05,1.6670,1.9870,-0.04
2019-03-06,1.6662,1.9862,-0.05
2019-03-07,1.6669,1.9869,0.04
2019-03-08,1.6685,1.9885,0.10
2019-03-11,1.6692,1.9892,0.04
2019-03-12,1.6695,1.9895,0.02
2019-03-13,1.6691,1.9891,-0.02
2019-03-14,1.6690,1.9890,-0.01
2019-03-15,1.6685,1.9885,-0.03
2019-03-18,1.6685,1.9885,0.00
2019-03-19,1.6685,1.9885,0.00
2019-03-20,1.6681,1.9881,-0.02
2019-03-21,1.6685,1.9885,0.02
2019-03-22,1.6690,1.9890,0.03
2019-03-25,1.6704,1.9904,0.08
2019-03-26,1.6717,1.9917,0.08
2019-03-27,1.6730,1.9930,0.08
2019-03-28,1.6734,1.9934,0.02
2019-03-29,1.6744,1.9944,0.06
2019-04-01,1.6742,1.9942,-0.01
2019-04-02,1.6728,1.9928,-0.08
2019-04-03,1.6717,1.9917,-0.07
2019-04-04,1.6705,1.9905,-0.07
2019-04-08,1.6704,1.9904,-0.01
2019-04-09,1.6696,1.9896,-0.05
2019-04-10,1.6689,1.9889,-0.04
2019-04-11,1.6690,1.9890,0.01
2019-04-12,1.6693,1.9893,0.02
2019-04-15,1.6683,1.9883,-0.06
2019-04-16,1.6674,1.9874,-0.05
2019-04-17,1.6667,1.9867,-0.04
2019-04-18,1.6667,1.9867,0.00
2019-04-19,1.6678,1.9878,0.07
2019-04-22,1.6678,1.9878,0.00
2019-04-23,1.6675,1.9875,-0.02
2019-04-24,1.6675,1.9875,0.00
2019-04-25,1.6675,1.9875,0.00
2019-04-26,1.6679,1.9879,0.02
2019-04-29,1.6677,1.9877,-0.01
2019-04-30,1.6683,1.9883,0.04
2019-05-06,1.5952,1.9902,0.11
2019-05-07,1.5961,1.9911,0.06
2019-05-08,1.5970,1.9920,0.06
2019-05-09,1.5983,1.9933,0.08
2019-05-10,1.5986,1.9936,0.02
2019-05-13,1.5996,1.9946,0.06
2019-05-14,1.5999,1.9949,0.02
2019-05-15,1.6006,1.9956,0.04
2019-05-16,1.6008,1.9958,0.01
2019-05-17,1.6010,1.9960,0.01
2019-05-20,1.6016,1.9966,0.04
2019-05-21,1.6012,1.9962,-0.03
2019-05-22,1.6010,1.9960,-0.01
2019-05-23,1.6013,1.9963,0.02
2019-05-24,1.6014,1.9964,0.01
2019-05-27,1.6010,1.9960,-0.03
2019-05-28,1.6005,1.9955,-0.03
2019-05-29,1.6010,1.9960,0.03
2019-05-30,1.6012,1.9962,0.01
2019-05-31,1.6016,1.9966,0.03
2019-06-03,1.5326,1.9976,0.06
2019-06-04,1.5329,1.9979,0.02
2019-06-05,1.5333,1.9983,0.03
2019-06-06,1.5331,1.9981,-0.01
2019-06-10,1.5334,1.9984,0.02
2019-06-11,1.5332,1.9982,-0.01
2019-06-12,1.5329,1.9979,-0.02
2019-06-13,1.5329,1.9979,0.00
2019-06-14,1.5325,1.9975,-0.03
2019-06-17,1.5333,1.9983,0.05
2019-06-18,1.5340,1.9990,0.05
2019-06-19,1.5344,1.9994,0.03
2019-06-20,1.5352,2.0002,0.05
2019-06-21,1.5361,2.0011,0.06
2019-06-24,1.5365,2.0015,0.03
2019-06-25,1.5372,2.0022,0.05
2019-06-26,1.5380,2.0030,0.05
2019-06-27,1.5384,2.0034,0.03
2019-06-28,1.5386,2.0036,0.01
2019-06-30,1.5388,2.0038,0.00
2019-07-01,1.5394,2.0044,0.05
2019-07-02,1.5399,2.0049,0.03
2019-07-03,1.5410,2.0060,0.07
2019-07-04,1.5416,2.0066,0.04
2019-07-05,1.5417,2.0067,0.01
2019-07-08,1.5420,2.0070,0.02
2019-07-09,1.5420,2.0070,0.00
2019-07-10,1.5423,2.0073,0.02
2019-07-11,1.5427,2.0077,0.03
2019-07-12,1.5428,2.0078,0.01
2019-07-15,1.5435,2.0085,0.05
2019-07-16,1.5436,2.0086,0.01
2019-07-17,1.5436,2.0086,0.00
2019-07-18,1.5438,2.0088,0.01
2019-07-19,1.5438,2.0088,0.00
2019-07-22,1.5447,2.0097,0.06
2019-07-23,1.5451,2.0101,0.03
2019-07-24,1.5451,2.0101,0.00
2019-07-25,1.5453,2.0103,0.01
2019-07-26,1.5455,2.0105,0.01
2019-07-29,1.5459,2.0109,0.03
2019-07-30,1.5461,2.0111,0.01
2019-07-31,1.5466,2.0116,0.03
2019-08-01,1.5469,2.0119,0.02
2019-08-02,1.5478,2.0128,0.06
2019-08-05,1.5491,2.0141,0.08
2019-08-06,1.5496,2.0146,0.03
2019-08-07,1.5501,2.0151,0.03
2019-08-08,1.5506,2.0156,0.03
2019-08-09,1.5509,2.0159,0.02
2019-08-12,1.5512,2.0162,0.02
2019-08-13,1.5519,2.0169,0.05
2019-08-14,1.5519,2.0169,0.00
2019-08-15,1.5526,2.0176,0.05
2019-08-16,1.5525,2.0175,-0.01
2019-08-19,1.5527,2.0177,0.01
2019-08-20,1.5529,2.0179,0.01
2019-08-21,1.5528,2.0178,-0.01
2019-08-22,1.5529,2.0179,0.01
2019-08-23,1.5526,2.0176,-0.02
2019-08-26,1.5533,2.0183,0.05
2019-08-27,1.5530,2.0180,-0.02
2019-08-28,1.5530,2.0180,0.00
2019-08-29,1.5527,2.0177,-0.02
2019-08-30,1.4275,2.0175,-0.01
2019-09-02,1.4275,2.0175,0.00
2019-09-03,1.4276,2.0176,0.01
2019-09-04,1.4276,2.0176,0.00
2019-09-05,1.4287,2.0187,0.08
2019-09-06,1.4289,2.0189,0.01
2019-09-09,1.4295,2.0195,0.04
2019-09-10,1.4296,2.0196,0.01
2019-09-11,1.4297,2.0197,0.01
2019-09-12,1.4290,2.0190,-0.05
2019-09-16,1.4293,2.0193,0.02
2019-09-17,1.4294,2.0194,0.01
2019-09-18,1.4292,2.0192,-0.01
2019-09-19,1.4292,2.0192,0.00
2019-09-20,1.4290,2.0190,-0.01
2019-09-23,1.4292,2.0192,0.01
2019-09-24,1.4292,2.0192,0.00
2019-09-25,1.4292,2.0192,0.00
2019-09-26,1.4290,2.0190,-0.01
2019-09-27,1.4292,2.0192,0.01
2019-09-30,1.4299,2.0199,0.05
2019-10-08,1.4309,2.0209,0.07
2019-10-09,1.4311,2.0211,0.01
2019-10-10,1.4313,2.0213,0.01
2019-10-11,1.4313,2.0213,0.00
2019-10-14,1.4314,2.0214,0.01
2019-10-15,1.4313,2.0213,-0.01
2019-10-16,1.4312,2.0212,-0.01
2019-10-17,1.4314,2.0214,0.01
2019-10-18,1.4312,2.0212,-0.01
2019-10-21,1.4307,2.0207,-0.03
2019-10-22,1.4302,2.0202,-0.03
2019-10-23,1.4301,2.0201,-0.01
2019-10-24,1.4296,2.0196,-0.04
2019-10-25,1.4293,2.0193,-0.02
2019-10-28,1.4290,2.0190,-0.02
2019-10-29,1.4282,2.0182,-0.06
2019-10-30,1.4272,2.0172,-0.07
2019-10-31,1.4264,2.0164,-0.06
2019-11-01,1.3684,2.0164,0.00
2019-11-04,1.3687,2.0167,0.02
2019-11-05,1.3687,2.0167,0.00
2019-11-06,1.3693,2.0173,0.04
2019-11-07,1.3697,2.0177,0.03
2019-11-08,1.3699,2.0179,0.01
2019-11-11,1.3704,2.0184,0.04
2019-11-12,1.3712,2.0192,0.06
2019-11-13,1.3714,2.0194,0.01
2019-11-14,1.3717,2.0197,0.02
2019-11-15,1.3721,2.0201,0.03
2019-11-18,1.3727,2.0207,0.04
2019-11-19,1.3731,2.0211,0.03
2019-11-20,1.3734,2.0214,0.02
2019-11-21,1.3740,2.0220,0.04
2019-11-22,1.3742,2.0222,0.01
2019-11-25,1.3745,2.0225,0.02
2019-11-26,1.3746,2.0226,0.01
2019-11-27,1.3748,2.0228,0.01
2019-11-28,1.3751,2.0231,0.02
2019-11-29,1.3752,2.0232,0.01
2019-12-02,1.3755,2.0235,0.02
2019-12-03,1.3755,2.0235,0.00
2019-12-04,1.3757,2.0237,0.01
2019-12-05,1.3208,2.0239,0.01
2019-12-06,1.3209,2.0240,0.01
2019-12-09,1.3211,2.0242,0.02
2019-12-10,1.3211,2.0242,0.00
2019-12-11,1.3216,2.0247,0.04
2019-12-12,1.3218,2.0249,0.02
2019-12-13,1.3217,2.0248,-0.01
2019-12-16,1.3219,2.0250,0.02
2019-12-17,1.3219,2.0250,0.00
2019-12-18,1.3219,2.0250,0.00
2019-12-19,1.3219,2.0250,0.00
2019-12-20,1.3219,2.0250,0.00
2019-12-23,1.3222,2.0253,0.02
2019-12-24,1.3224,2.0255,0.02
2019-12-25,1.3230,2.0261,0.05
2019-12-26,1.3235,2.0266,0.04
2019-12-27,1.3237,2.0268,0.02
2019-12-30,1.3242,2.0273,0.04
2019-12-31,1.3245,2.0276,0.02
2020-01-02,1.3250,2.0281,0.04
2020-01-03,1.3254,2.0285,0.03
2020-01-06,1.3258,2.0289,0.03
2020-01-07,1.3260,2.0291,0.02
2020-01-08,1.3264,2.0295,0.03
