净值日期,单位净值,累计净值,日增长率
2019-01-28,0.1415,0.1415,0.00
2019-01-29,0.1423,0.1423,0.57
2019-01-30,0.1446,0.1446,1.62
2019-01-31,0.1449,0.1449,0.21
2019-02-01,0.1451,0.1451,0.14
2019-02-11,0.1392,0.1392,-4.07
2019-02-12,0.1405,0.1405,0.93
2019-02-13,0.1429,0.1429,1.71
2019-02-14,0.1439,0.1439,0.70
2019-02-15,0.1467,0.1467,1.95
2019-02-19,0.1466,0.1466,0.00
2019-02-20,0.1468,0.1468,0.14
2019-02-21,0.1439,0.1439,-1.98
2019-02-22,0.1446,0.1446,0.49
2019-02-25,0.1444,0.1444,-0.14
2019-02-26,0.1434,0.1434,-0.69
2019-02-27,0.1436,0.1436,0.14
2019-02-28,0.1416,0.1416,-1.39
2019-03-01,0.1442,0.1442,1.84
2019-03-04,0.1446,0.1446,0.28
2019-03-05,0.1433,0.1433,-0.90
2019-03-06,0.1406,0.1406,-1.88
2019-03-07,0.1393,0.1393,-0.92
2019-03-08,0.1351,0.1351,-3.02
2019-03-11,0.1376,0.1376,1.85
2019-03-12,0.1393,0.1393,1.24
2019-03-13,0.1414,0.1414,1.51
2019-03-14,0.1417,0.1417,0.21
2019-03-15,0.1417,0.1417,0.00
2019-03-18,0.1441,0.1441,1.69
2019-03-19,0.1433,0.1433,-0.56
2019-03-20,0.1457,0.1457,1.67
2019-03-21,0.1468,0.1468,0.76
2019-03-22,0.1419,0.1419,-3.34
2019-03-25,0.1423,0.1423,0.28
2019-03-26,0.1451,0.1451,1.97
2019-03-27,0.1446,0.1446,-0.34
2019-03-28,0.1447,0.1447,0.07
2019-03-29,0.1441,0.1441,-0.41
2019-04-01,0.1458,0.1458,1.18
2019-04-02,0.1440,0.1440,-1.23
2019-04-03,0.1420,0.1420,-1.39
2019-04-04,0.1432,0.1432,0.85
2019-04-08,0.1478,0.1478,3.21
2019-04-09,0.1454,0.1454,-1.62
2019-04-10,0.1473,0.1473,1.31
2019-04-11,0.1464,0.1464,-0.61
2019-04-12,0.1521,0.1521,3.89
2019-04-15,0.1503,0.1503,-1.18
2019-04-16,0.1508,0.1508,0.33
2019-04-17,0.1511,0.1511,0.20
2019-04-18,0.1507,0.1507,-0.26
2019-04-19,0.1507,0.1507,0.00
2019-04-22,0.1543,0.1543,2.39
2019-04-23,0.1540,0.1540,-0.19
2019-04-24,0.1520,0.1520,-1.30
2019-04-25,0.1510,0.1510,-0.66
2019-04-26,0.1492,0.1492,-1.19
2019-04-29,0.1490,0.1490,-0.13
2019-04-30,0.1484,0.1484,-0.40
2019-05-06,0.1436,0.1436,-3.23
2019-05-07,0.1422,0.1422,-0.97
2019-05-08,0.1426,0.1426,0.28
2019-05-09,0.1419,0.1419,-0.49
2019-05-10,0.1428,0.1428,0.63
2019-05-13,0.1399,0.1399,-2.03
2019-05-14,0.1423,0.1423,1.72
2019-05-15,0.1429,0.1429,0.42
2019-05-16,0.1445,0.1445,1.12
2019-05-17,0.1423,0.1423,-1.52
2019-05-20,0.1418,0.1418,-0.35
2019-05-21,0.1445,0.1445,1.90
2019-05-22,0.1408,0.1408,-2.56
2019-05-23,0.1344,0.1344,-4.55
2019-05-24,0.1344,0.1344,0.00
2019-05-27,0.1344,0.1344,0.00
2019-05-28,0.1334,0.1334,-0.74
2019-05-29,0.1332,0.1332,-0.15
2019-05-30,0.1306,0.1306,-1.95
2019-05-31,0.1286,0.1286,-1.53
2019-06-03,0.1299,0.1299,1.01
2019-06-04,0.1319,0.1319,1.54
2019-06-05,0.1291,0.1291,-2.12
2019-06-06,0.1306,0.1306,1.16
2019-06-10,0.1310,0.1310,0.31
2019-06-11,0.1312,0.1312,0.15
2019-06-12,0.1289,0.1289,-1.75
2019-06-13,0.1308,0.1308,1.47
2019-06-14,0.1295,0.1295,-0.99
2019-06-17,0.1307,0.1307,0.93
2019-06-18,0.1329,0.1329,1.68
2019-06-19,0.1327,0.1327,-0.15
2019-06-20,0.1360,0.1360,2.49
2019-06-21,0.1365,0.1365,0.37
2019-06-24,0.1350,0.1350,-1.10
2019-06-25,0.1343,0.1343,-0.52
2019-06-26,0.1379,0.1379,2.68
2019-06-27,0.1369,0.1369,-0.73
2019-06-28,0.1385,0.1385,1.17
2019-06-30,0.1384,0.1384,0.00
2019-07-01,0.1388,0.1388,0.22
2019-07-02,0.1350,0.1350,-2.74
2019-07-03,0.1354,0.1354,0.30
2019-07-04,0.1354,0.1354,0.00
2019-07-05,0.1360,0.1360,0.44
2019-07-08,0.1354,0.1354,-0.44
2019-07-09,0.1356,0.1356,0.15
2019-07-10,0.1376,0.1376,1.47
2019-07-11,0.1375,0.1375,-0.07
2019-07-12,0.1382,0.1382,0.51
2019-07-15,0.1358,0.1358,-1.74
2019-07-16,0.1346,0.1346,-0.88
2019-07-17,0.1324,0.1324,-1.63
2019-07-18,0.1328,0.1328,0.30
2019-07-19,0.1339,0.1339,0.83
2019-07-22,0.1340,0.1340,0.07
2019-07-23,0.1345,0.1345,0.37
2019-07-24,0.1353,0.1353,0.59
2019-07-25,0.1327,0.1327,-1.92
2019-07-26,0.1321,0.1321,-0.45
2019-07-29,0.1310,0.1310,-0.83
2019-07-30,0.1342,0.1342,2.44
2019-07-31,0.1340,0.1340,-0.15
2019-08-01,0.1294,0.1294,-3.43
2019-08-02,0.1276,0.1276,-1.39
2019-08-05,0.1229,0.1229,-3.68
2019-08-06,0.1221,0.1221,-0.65
2019-08-07,0.1215,0.1215,-0.49
2019-08-08,0.1247,0.1247,2.63
2019-08-09,0.1236,0.1236,-0.88
2019-08-12,0.1219,0.1219,-1.38
2019-08-13,0.1231,0.1231,0.98
2019-08-14,0.1184,0.1184,-3.82
2019-08-15,0.1181,0.1181,-0.25
2019-08-16,0.1203,0.1203,1.86
2019-08-19,0.1235,0.1235,2.66
2019-08-20,0.1223,0.1223,-0.97
2019-08-21,0.1229,0.1229,0.49
2019-08-22,0.1217,0.1217,-0.98
2019-08-23,0.1174,0.1174,-3.53
2019-08-26,0.1177,0.1177,0.26
2019-08-27,0.1165,0.1165,-1.02
2019-08-28,0.1190,0.1190,2.15
2019-08-29,0.1216,0.1216,2.18
2019-08-30,0.1211,0.1211,-0.41
2019-09-02,0.1211,0.1211,0.00
2019-09-03,0.1204,0.1204,-0.58
2019-09-04,0.1224,0.1224,1.66
2019-09-05,0.1239,0.1239,1.23
2019-09-06,0.1240,0.1240,0.08
2019-09-09,0.1276,0.1276,2.90
2019-09-10,0.1290,0.1290,1.10
2019-09-11,0.1297,0.1297,0.54
2019-09-12,0.1281,0.1281,-1.23
